Label,Point_1_x,Point_1_y,Point_2_x,Point_2_y,Point_3_x,Point_3_y,Point_4_x,Point_4_y,Point_5_x,Point_5_y,Point_6_x,Point_6_y,Point_7_x,Point_7_y,Point_8_x,Point_8_y
refplate,38,384,71,416,59,428,30,407,,,,,,,,
