Year,Month,Day,Hour,Minute,Second,Decimal_Day,TIMESTAMP_END,Rswin,Rswout,LW_IN,Rlw_out
2017,1,1,0,2,30,1.001736,1/1/17 0:02,-3.290617,1.70253,171.9561,283.8521
2017,1,1,0,7,30,1.005208,1/1/17 0:07,-3.654034,1.622187,171.6557,283.3656
2017,1,1,0,12,30,1.008681,1/1/17 0:12,-3.165527,1.812894,171.4447,282.8778
2017,1,1,0,17,30,1.012153,1/1/17 0:17,-3.504367,1.708987,171.0463,282.6296
2017,1,1,0,22,30,1.015625,1/1/17 0:22,-3.044054,1.99008,171.1157,282.3176
2017,1,1,0,27,30,1.019097,1/1/17 0:27,-3.190187,1.753583,170.7341,281.9626
2017,1,1,0,32,30,1.022569,1/1/17 0:32,-3.14178,1.728907,170.3264,282.0543
2017,1,1,0,37,30,1.026042,1/1/17 0:37,-3.115294,1.711643,170.0596,282.1004
2017,1,1,0,42,30,1.029514,1/1/17 0:42,-3.3281,1.582893,169.7629,281.4586
2017,1,1,0,47,30,1.032986,1/1/17 0:47,-2.956373,1.72075,170.0966,281.8676
2017,1,1,0,52,30,1.036458,1/1/17 0:52,-2.74448,2.003783,170.3243,282.2549
2017,1,1,0,57,30,1.039931,1/1/17 0:57,-2.910707,1.923437,170.3664,282.6269
2017,1,1,1,2,30,1.043403,1/1/17 1:02,-3.009347,1.913443,170.5344,282.4527
2017,1,1,1,7,30,1.046875,1/1/17 1:07,-2.58008,2.141757,170.6307,282.9202
2017,1,1,1,12,30,1.050347,1/1/17 1:12,-3.072367,1.779374,170.5833,283.0943
2017,1,1,1,17,30,1.053819,1/1/17 1:17,-2.822114,1.838137,170.7125,283.3401
2017,1,1,1,22,30,1.057292,1/1/17 1:22,-3.23768,1.762303,170.4127,283.1385
2017,1,1,1,27,30,1.060764,1/1/17 1:27,-2.885134,1.92745,170.4819,283.315
2017,1,1,1,32,30,1.064236,1/1/17 1:32,-2.93354,1.892864,170.6241,283.4358
2017,1,1,1,37,30,1.067708,1/1/17 1:37,-3.409387,1.773397,170.3474,283.1419
2017,1,1,1,42,30,1.071181,1/1/17 1:42,-2.800207,1.952117,170.4069,283.0856
2017,1,1,1,47,30,1.074653,1/1/17 1:47,-3.291567,1.749607,169.9091,282.9141
2017,1,1,1,52,30,1.078125,1/1/17 1:52,-3.17192,1.613743,169.4246,282.5386
2017,1,1,1,57,30,1.081597,1/1/17 1:57,-2.9856,1.692123,169.4264,282.3956
2017,1,1,2,2,30,1.085069,1/1/17 2:02,-3.016654,1.745137,169.7431,282.4551
2017,1,1,2,7,30,1.088542,1/1/17 2:07,-3.01026,1.6009,169.6902,282.3653
2017,1,1,2,12,30,1.092014,1/1/17 2:12,-2.578254,1.936594,169.8327,283.0684
2017,1,1,2,17,30,1.095486,1/1/17 2:17,-2.836727,1.6739,169.8097,282.9031
2017,1,1,2,22,30,1.098958,1/1/17 2:22,-2.860473,1.741403,169.953,283.0433
2017,1,1,2,27,30,1.102431,1/1/17 2:27,-3.1637,1.657547,169.9252,282.4829
2017,1,1,2,32,30,1.105903,1/1/17 2:32,-2.77653,1.727603,169.9985,282.6555
2017,1,1,2,37,30,1.109375,1/1/17 2:37,-3.04862,1.66475,170.0913,282.7376
2017,1,1,2,42,30,1.112847,1/1/17 2:42,-2.713427,1.9567,170.0924,283.1745
2017,1,1,2,47,30,1.116319,1/1/17 2:47,-2.907053,1.878193,169.9585,283.283
2017,1,1,2,52,30,1.119792,1/1/17 2:52,-2.946327,1.62911,169.817,283.0828
2017,1,1,2,57,30,1.123264,1/1/17 2:57,-2.791077,2.000453,169.6102,283.0596
2017,1,1,3,2,30,1.126736,1/1/17 3:02,-3.10342,1.61734,169.2962,282.5161
2017,1,1,3,7,30,1.130208,1/1/17 3:07,-2.699727,1.864537,169.2843,283.046
2017,1,1,3,12,30,1.133681,1/1/17 3:12,-2.7664,1.811623,168.9818,283.146
2017,1,1,3,17,30,1.137153,1/1/17 3:17,-2.8075,1.601743,168.9671,283.2583
2017,1,1,3,22,30,1.140625,1/1/17 3:22,-2.70612,1.792447,168.869,283.2863
2017,1,1,3,27,30,1.144097,1/1/17 3:27,-2.82394,1.682177,168.7057,283.1442
2017,1,1,3,32,30,1.147569,1/1/17 3:32,-2.866867,1.702977,168.6032,282.9633
2017,1,1,3,37,30,1.151042,1/1/17 3:37,-3.090633,1.662967,168.4126,282.681
2017,1,1,3,42,30,1.154514,1/1/17 3:42,-2.778274,1.82801,168.3272,282.8339
2017,1,1,3,47,30,1.157986,1/1/17 3:47,-2.646754,1.824377,167.974,283.1679
2017,1,1,3,52,30,1.161458,1/1/17 3:52,-2.739,1.58078,167.8244,283.0598
2017,1,1,3,57,30,1.164931,1/1/17 3:57,-2.633967,1.603697,167.7912,283.2724
2017,1,1,4,2,30,1.168403,1/1/17 4:02,-2.783753,1.653893,167.9504,283.213
2017,1,1,4,7,30,1.171875,1/1/17 4:07,-3.058667,1.415637,167.6462,282.5324
2017,1,1,4,12,30,1.175347,1/1/17 4:12,-2.677807,1.674823,167.35,282.5067
2017,1,1,4,17,30,1.178819,1/1/17 4:17,-2.79106,1.588177,167.3829,282.4772
2017,1,1,4,22,30,1.182292,1/1/17 4:22,-2.907053,1.66019,167.4417,282.3071
2017,1,1,4,27,30,1.185764,1/1/17 4:27,-2.898834,1.563547,167.3505,282.0752
2017,1,1,4,32,30,1.189236,1/1/17 4:32,-2.767313,1.568957,167.322,282.0008
2017,1,1,4,37,30,1.192708,1/1/17 4:37,-2.915273,1.509737,167.1843,281.7823
2017,1,1,4,42,30,1.196181,1/1/17 4:42,-2.860473,1.682153,166.8488,281.4997
2017,1,1,4,47,30,1.199653,1/1/17 4:47,-2.80476,1.507877,166.7767,281.0448
2017,1,1,4,52,30,1.203125,1/1/17 4:52,-2.847687,1.56624,166.8598,280.9011
2017,1,1,4,57,30,1.206597,1/1/17 4:57,-2.682374,1.465823,166.5615,280.847
2017,1,1,5,2,30,1.210069,1/1/17 5:02,-2.60748,1.442117,166.6412,280.6442
2017,1,1,5,7,30,1.213542,1/1/17 5:07,-2.81298,1.349907,166.2958,280.1513
2017,1,1,5,12,30,1.217014,1/1/17 5:12,-2.78284,1.48142,166.2343,279.7539
2017,1,1,5,17,30,1.220486,1/1/17 5:17,-2.731694,1.44489,165.8328,279.47
2017,1,1,5,22,30,1.223958,1/1/17 5:22,-2.76366,1.524273,165.6879,279.5046
2017,1,1,5,27,30,1.227431,1/1/17 5:27,-2.61022,1.243047,165.1902,279.2466
2017,1,1,5,32,30,1.230903,1/1/17 5:32,-2.55659,1.393747,165.3308,279.1096
2017,1,1,5,37,30,1.234375,1/1/17 5:37,-2.898053,1.239393,164.9964,278.5108
2017,1,1,5,42,30,1.237847,1/1/17 5:42,-2.616947,1.41658,165.1218,278.6249
2017,1,1,5,47,30,1.241319,1/1/17 5:47,-2.568543,1.596507,165.1097,278.6527
2017,1,1,5,52,30,1.244792,1/1/17 5:52,-2.532107,1.35082,165.0512,278.3938
2017,1,1,5,57,30,1.248264,1/1/17 5:57,-2.528373,1.24122,164.7149,278.4289
2017,1,1,6,2,30,1.251736,1/1/17 6:02,-2.615227,1.4385,164.4851,278.3608
2017,1,1,6,7,30,1.255208,1/1/17 6:07,-2.685477,1.514307,164.5466,278.2627
2017,1,1,6,12,30,1.258681,1/1/17 6:12,-2.699123,1.44672,164.2769,278.1961
2017,1,1,6,17,30,1.262153,1/1/17 6:17,-2.435773,1.543533,164.3236,278.4265
2017,1,1,6,22,30,1.265625,1/1/17 6:22,-2.736023,1.453113,163.9149,278.257
2017,1,1,6,27,30,1.269097,1/1/17 6:27,-2.866537,1.4933,163.9049,278.0457
2017,1,1,6,32,30,1.272569,1/1/17 6:32,-2.459457,1.543533,163.7948,278.1354
2017,1,1,6,37,30,1.276042,1/1/17 6:37,-2.753613,1.434847,163.5485,277.9636
2017,1,1,6,42,30,1.279514,1/1/17 6:42,-2.543423,1.447633,163.1477,278.2414
2017,1,1,6,47,30,1.282986,1/1/17 6:47,-2.852177,1.41384,162.9492,277.8324
2017,1,1,6,52,30,1.286458,1/1/17 6:52,-2.4386,1.35356,162.6486,277.8669
2017,1,1,6,57,30,1.289931,1/1/17 6:57,-2.517117,1.507913,162.7827,277.87
2017,1,1,7,2,30,1.293403,1/1/17 7:02,-2.382887,1.492387,162.9082,277.7234
2017,1,1,7,7,30,1.296875,1/1/17 7:07,-1.903387,1.579153,162.9381,277.9161
2017,1,1,7,12,30,1.300347,1/1/17 7:12,-1.620253,1.63852,162.8007,277.4486
2017,1,1,7,17,30,1.303819,1/1/17 7:17,-0.4475334,1.907953,162.558,277.2514
2017,1,1,7,22,30,1.307292,1/1/17 7:22,2.370683,2.983474,162.5052,277.7041
2017,1,1,7,27,30,1.310764,1/1/17 7:27,5.828487,4.416887,162.2318,277.8321
2017,1,1,7,32,30,1.314236,1/1/17 7:32,24.27557,18.49217,161.3089,277.1345
2017,1,1,7,37,30,1.317708,1/1/17 7:37,37.86183,25.7376,160.9159,277.1259
2017,1,1,7,42,30,1.321181,1/1/17 7:42,50.21913,29.67783,161.0832,277.0113
2017,1,1,7,47,30,1.324653,1/1/17 7:47,63.77847,33.62786,161.1556,277.053
2017,1,1,7,52,30,1.328125,1/1/17 7:52,77.96667,36.96836,161.065,277.3614
2017,1,1,7,57,30,1.331597,1/1/17 7:57,92.42033,39.83517,161.6617,277.5081
2017,1,1,8,2,30,1.335069,1/1/17 8:02,107.4267,42.27996,162.0041,277.7727
2017,1,1,8,7,30,1.338542,1/1/17 8:07,122.5733,44.51803,161.8382,277.9541
2017,1,1,8,12,30,1.342014,1/1/17 8:12,138.8777,46.7325,161.7785,278.3655
2017,1,1,8,17,30,1.345486,1/1/17 8:17,154.184,48.1731,162.2899,278.4602
2017,1,1,8,22,30,1.348958,1/1/17 8:22,168.7987,49.21276,161.9872,278.6455
2017,1,1,8,27,30,1.352431,1/1/17 8:27,184.7297,50.73707,161.7506,279.2226
2017,1,1,8,32,30,1.355903,1/1/17 8:32,199.9793,51.95293,162.2693,279.6143
2017,1,1,8,37,30,1.359375,1/1/17 8:37,214.7467,52.75873,162.7346,280.1485
2017,1,1,8,42,30,1.362847,1/1/17 8:42,229.394,53.32143,162.7807,280.2163
2017,1,1,8,47,30,1.366319,1/1/17 8:47,243.891,54.07373,162.3885,280.5238
2017,1,1,8,52,30,1.369792,1/1/17 8:52,258.18,54.51803,163.1293,280.5739
2017,1,1,8,57,30,1.373264,1/1/17 8:57,272.0173,55.03603,164.0946,280.9878
2017,1,1,9,2,30,1.376736,1/1/17 9:02,285.0717,55.55077,165.178,281.2824
2017,1,1,9,7,30,1.380208,1/1/17 9:07,299.445,56.18213,166.0671,281.5296
2017,1,1,9,12,30,1.383681,1/1/17 9:12,312.4707,56.58713,168.1035,281.9038
2017,1,1,9,17,30,1.387153,1/1/17 9:17,324.9927,56.89487,167.7191,282.411
2017,1,1,9,22,30,1.390625,1/1/17 9:22,337.1763,57.1571,168.9442,282.9903
2017,1,1,9,27,30,1.394097,1/1/17 9:27,348.0987,57.1259,169.9687,283.376
2017,1,1,9,32,30,1.397569,1/1/17 9:32,362.9294,57.88613,169.2049,283.5935
2017,1,1,9,37,30,1.401042,1/1/17 9:37,373.0083,57.64083,168.7559,283.8745
2017,1,1,9,42,30,1.404514,1/1/17 9:42,385.6413,58.5649,168.1301,284.7133
2017,1,1,9,47,30,1.407986,1/1/17 9:47,397.7973,59.22033,168.7416,284.8593
2017,1,1,9,52,30,1.411458,1/1/17 9:52,408.5523,59.68056,168.2622,285.5421
2017,1,1,9,57,30,1.414931,1/1/17 9:57,419.7763,60.08933,168.1758,285.7155
2017,1,1,10,2,30,1.418403,1/1/17 10:02,430.571,60.72906,167.7874,286.1659
2017,1,1,10,7,30,1.421875,1/1/17 10:07,439.707,60.5172,167.7908,286.5303
2017,1,1,10,12,30,1.425347,1/1/17 10:12,451.4937,61.68417,167.4236,286.2199
2017,1,1,10,17,30,1.428819,1/1/17 10:17,459.7003,61.65406,168.0118,286.3783
2017,1,1,10,22,30,1.432292,1/1/17 10:22,469.196,62.74983,169.1492,287.1649
2017,1,1,10,27,30,1.435764,1/1/17 10:27,479.18,63.74163,168.9492,287.0113
2017,1,1,10,32,30,1.439236,1/1/17 10:32,485.2363,63.8145,170.4151,286.9459
2017,1,1,10,37,30,1.442708,1/1/17 10:37,493.21,64.15663,170.5053,287.0869
2017,1,1,10,42,30,1.446181,1/1/17 10:42,501.334,64.61993,170.0691,287.6696
2017,1,1,10,47,30,1.449653,1/1/17 10:47,507.832,64.99463,170.3735,288.0533
2017,1,1,10,52,30,1.453125,1/1/17 10:52,515.3057,65.8018,169.6223,287.9985
2017,1,1,10,57,30,1.456597,1/1/17 10:57,521.041,66.02859,169.5724,288.5027
2017,1,1,11,2,30,1.460069,1/1/17 11:02,526.4564,66.3129,170.0968,289.3205
2017,1,1,11,7,30,1.463542,1/1/17 11:07,531.756,66.51033,170.6042,289.6515
2017,1,1,11,12,30,1.467014,1/1/17 11:12,537.4464,66.98223,170.385,289.6027
2017,1,1,11,17,30,1.470486,1/1/17 11:17,544.7667,67.30746,170.8878,289.863
2017,1,1,11,22,30,1.473958,1/1/17 11:22,551.3947,67.94743,171.6404,290.9067
2017,1,1,11,27,30,1.477431,1/1/17 11:27,566.991,69.59026,173.2629,291.8267
2017,1,1,11,32,30,1.480903,1/1/17 11:32,583.9883,71.12794,175.7115,292.6543
2017,1,1,11,37,30,1.484375,1/1/17 11:37,597.462,72.06254,177.8092,293.1471
2017,1,1,11,42,30,1.487847,1/1/17 11:42,624.3214,74.80667,181.752,293.7255
2017,1,1,11,47,30,1.491319,1/1/17 11:47,558.5103,65.5425,184.2571,294.0031
2017,1,1,11,52,30,1.494792,1/1/17 11:52,606.442,72.59666,186.0411,293.7286
2017,1,1,11,57,30,1.498264,1/1/17 11:57,371.8214,43.30897,182.8253,293.1172
2017,1,1,12,2,30,1.501736,1/1/17 12:02,508.5334,61.57683,178.5407,292.3079
2017,1,1,12,7,30,1.505208,1/1/17 12:07,465.749,55.16983,177.6929,293.5146
2017,1,1,12,12,30,1.508681,1/1/17 12:12,505.3347,61.99227,181.4985,293.4184
2017,1,1,12,17,30,1.512153,1/1/17 12:17,609.437,74.58817,179.8935,294.6166
2017,1,1,12,22,30,1.515625,1/1/17 12:22,388.1577,47.536,176.9674,293.1116
2017,1,1,12,27,30,1.519097,1/1/17 12:27,465.6653,57.02386,181.298,292.2369
2017,1,1,12,32,30,1.522569,1/1/17 12:32,517.0283,62.88177,188.1551,292.8239
2017,1,1,12,37,30,1.526042,1/1/17 12:37,408.9814,48.62993,188.0205,293.4222
2017,1,1,12,42,30,1.529514,1/1/17 12:42,382.3287,46.54697,183.6553,293.0672
2017,1,1,12,47,30,1.532986,1/1/17 12:47,460.574,54.879,183.1452,293.5621
2017,1,1,12,52,30,1.536458,1/1/17 12:52,425.393,51.52153,182.6964,293.7943
2017,1,1,12,57,30,1.539931,1/1/17 12:57,451.262,58.19857,180.5299,293.312
2017,1,1,13,2,30,1.543403,1/1/17 13:02,497.6593,62.18327,184.7948,294.5451
2017,1,1,13,7,30,1.546875,1/1/17 13:07,503.42,62.83703,191.1792,295.0168
2017,1,1,13,12,30,1.550347,1/1/17 13:12,522.122,65.46613,192.344,295.9097
2017,1,1,13,17,30,1.553819,1/1/17 13:17,587.0513,74.71094,193.86,296.4026
2017,1,1,13,22,30,1.557292,1/1/17 13:22,444.6664,55.15063,192.3623,296.3543
2017,1,1,13,27,30,1.560764,1/1/17 13:27,513.7737,65.14127,196.3096,296.8396
2017,1,1,13,32,30,1.564236,1/1/17 13:32,513.4097,64.37186,200.7358,296.8652
2017,1,1,13,37,30,1.567708,1/1/17 13:37,551.1564,70.0342,202.5849,298.11
2017,1,1,13,42,30,1.571181,1/1/17 13:42,426.345,52.0748,202.5023,298.3342
2017,1,1,13,47,30,1.574653,1/1/17 13:47,290.78,34.42767,203.3349,296.6267
2017,1,1,13,52,30,1.578125,1/1/17 13:52,362.9854,45.49997,205.2769,296.5319
2017,1,1,13,57,30,1.581597,1/1/17 13:57,288.2567,34.80907,206.2224,296.1041
2017,1,1,14,2,30,1.585069,1/1/17 14:02,205.9047,24.90027,205.8981,295.2079
2017,1,1,14,7,30,1.588542,1/1/17 14:07,192.5373,23.7909,204.5585,294.9023
2017,1,1,14,12,30,1.592014,1/1/17 14:12,178.46,22.6091,205.3918,295.0228
2017,1,1,14,17,30,1.595486,1/1/17 14:17,189.8113,24.5882,209.3348,294.1246
2017,1,1,14,22,30,1.598958,1/1/17 14:22,262.5123,35.75187,211.7241,294.4897
2017,1,1,14,27,30,1.602431,1/1/17 14:27,261.5313,35.08527,212.5024,294.7584
2017,1,1,14,32,30,1.605903,1/1/17 14:32,257.1593,34.52737,215.4206,294.5979
2017,1,1,14,37,30,1.609375,1/1/17 14:37,283.7587,38.22723,218.5103,294.8913
2017,1,1,14,42,30,1.612847,1/1/17 14:42,260.2657,34.3231,223.5767,294.9744
2017,1,1,14,47,30,1.616319,1/1/17 14:47,234.309,30.7019,223.8252,294.0465
2017,1,1,14,52,30,1.619792,1/1/17 14:52,256.536,35.34537,224.3961,294.4708
2017,1,1,14,57,30,1.623264,1/1/17 14:57,286.7013,41.20893,222.2806,295.3477
2017,1,1,15,2,30,1.626736,1/1/17 15:02,287.493,42.15739,222.7202,295.1287
2017,1,1,15,7,30,1.630208,1/1/17 15:07,304.6693,46.3776,222.9746,294.8156
2017,1,1,15,12,30,1.633681,1/1/17 15:12,254.8927,37.06297,222.7951,294.1583
2017,1,1,15,17,30,1.637153,1/1/17 15:17,270.3447,42.64843,223.2265,294.2883
2017,1,1,15,22,30,1.640625,1/1/17 15:22,294.2903,48.84733,225.6806,293.9244
2017,1,1,15,27,30,1.644097,1/1/17 15:27,213.1803,31.0113,228.8826,294.0383
2017,1,1,15,32,30,1.647569,1/1/17 15:32,170.7213,22.61367,235.4317,294.3131
2017,1,1,15,37,30,1.651042,1/1/17 15:37,153.4187,19.46657,234.6027,294.0176
2017,1,1,15,42,30,1.654514,1/1/17 15:42,144.55,19.55298,234.5183,293.8262
2017,1,1,15,47,30,1.657986,1/1/17 15:47,183.747,34.77526,236.5573,293.237
2017,1,1,15,52,30,1.661458,1/1/17 15:52,214.8257,45.1038,237.6309,293.8924
2017,1,1,15,57,30,1.664931,1/1/17 15:57,219.7033,41.1598,235.4014,293.891
2017,1,1,16,2,30,1.668403,1/1/17 16:02,216.7467,37.33703,235.9506,293.5906
2017,1,1,16,7,30,1.671875,1/1/17 16:07,136.3047,15.92667,235.5896,294.1706
2017,1,1,16,12,30,1.675347,1/1/17 16:12,88.42817,9.478133,235.3664,293.1257
2017,1,1,16,17,30,1.678819,1/1/17 16:17,80.95603,9.798066,235.3683,292.4255
2017,1,1,16,22,30,1.682292,1/1/17 16:22,86.28201,11.28347,230.6858,292.5765
2017,1,1,16,27,30,1.685764,1/1/17 16:27,66.91043,9.5156,225.7136,292.2082
2017,1,1,16,32,30,1.689236,1/1/17 16:32,55.326,8.2652,228.2897,291.7501
2017,1,1,16,37,30,1.692708,1/1/17 16:37,36.1051,5.834987,232.0347,291.5002
2017,1,1,16,42,30,1.696181,1/1/17 16:42,16.3029,3.250793,239.9279,290.9448
2017,1,1,16,47,30,1.699653,1/1/17 16:47,8.260756,2.0266,251.4642,290.7128
2017,1,1,16,52,30,1.703125,1/1/17 16:52,4.377304,1.491387,253.4825,290.5012
2017,1,1,16,57,30,1.706597,1/1/17 16:57,-0.274,0.822,245.2626,290.1666
2017,1,1,17,2,30,1.710069,1/1/17 17:02,-0.5361233,0.8894334,245.5508,289.7398
2017,1,1,17,7,30,1.713542,1/1/17 17:07,-1.478943,1.15332,235.582,289.2825
2017,1,1,17,12,30,1.717014,1/1/17 17:12,-2.22936,1.41837,224.719,288.6516
2017,1,1,17,17,30,1.720486,1/1/17 17:17,-2.27046,1.54984,228.0875,288.1772
2017,1,1,17,22,30,1.723958,1/1/17 17:22,-2.490573,1.5334,233.4489,287.7202
2017,1,1,17,27,30,1.727431,1/1/17 17:27,-2.17182,1.561713,223.3295,287.0626
2017,1,1,17,32,30,1.730903,1/1/17 17:32,-1.967234,1.636607,227.5532,286.9928
2017,1,1,17,37,30,1.734375,1/1/17 17:37,-2.216573,1.751687,221.7278,286.6317
2017,1,1,17,42,30,1.737847,1/1/17 17:42,-2.64036,1.734427,221.7084,286.1933
2017,1,1,17,47,30,1.741319,1/1/17 17:47,-1.9581,1.937093,211.5903,286.1218
2017,1,1,17,52,30,1.744792,1/1/17 17:52,-2.047607,1.99372,210.8281,285.8919
2017,1,1,17,57,30,1.748264,1/1/17 17:57,-2.51706,2.003767,218.3687,285.641
2017,1,1,18,2,30,1.751736,1/1/17 18:02,-1.51448,2.227534,215.0315,286.2707
2017,1,1,18,7,30,1.755208,1/1/17 18:07,-2.046694,1.94714,218.536,285.534
2017,1,1,18,12,30,1.758681,1/1/17 18:12,-2.874173,2.064047,205.9858,284.7166
2017,1,1,18,17,30,1.762153,1/1/17 18:17,-2.928973,2.449473,196.9129,284.7048
2017,1,1,18,22,30,1.765625,1/1/17 18:22,-2.797453,2.661367,198.4835,283.9133
2017,1,1,18,27,30,1.769097,1/1/17 18:27,-2.83216,2.40746,204.0362,283.4094
2017,1,1,18,32,30,1.772569,1/1/17 18:32,-2.880567,2.33896,198.6522,283.0044
2017,1,1,18,37,30,1.776042,1/1/17 18:37,-2.140767,2.57186,206.0558,283.6557
2017,1,1,18,42,30,1.779514,1/1/17 18:42,-2.08414,2.334414,206.1542,283.0386
2017,1,1,18,47,30,1.782986,1/1/17 18:47,-2.066787,1.921567,207.6769,283.0458
2017,1,1,18,52,30,1.786458,1/1/17 18:52,-2.05674,1.950794,211.0731,283.0242
2017,1,1,18,57,30,1.789931,1/1/17 18:57,-2.085253,1.871477,213.741,282.8258
2017,1,1,19,2,30,1.793403,1/1/17 19:02,-2.47325,1.702323,212.6502,282.3481
2017,1,1,19,7,30,1.796875,1/1/17 19:07,-2.363717,2.18304,206.3884,282.4498
2017,1,1,19,12,30,1.800347,1/1/17 19:12,-2.8897,2.176527,201.6766,281.606
2017,1,1,19,17,30,1.803819,1/1/17 19:17,-2.024377,2.53452,196.279,282.2359
2017,1,1,19,22,30,1.807292,1/1/17 19:22,-2.6979,1.881894,194.2474,281.2526
2017,1,1,19,27,30,1.810764,1/1/17 19:27,-2.816633,1.824407,190.5793,280.5846
2017,1,1,19,32,30,1.814236,1/1/17 19:32,-2.830333,1.933897,191.9506,280.2581
2017,1,1,19,37,30,1.817708,1/1/17 19:37,-2.7016,2.150203,197.9253,279.797
2017,1,1,19,42,30,1.821181,1/1/17 19:42,-2.580133,2.286997,202.5335,279.5899
2017,1,1,19,47,30,1.824653,1/1/17 19:47,-1.943947,2.372803,210.0765,280.2248
2017,1,1,19,52,30,1.828125,1/1/17 19:52,-1.9521,2.15267,215.441,280.3323
2017,1,1,19,57,30,1.831597,1/1/17 19:57,-1.632797,2.052403,212.6676,281.0468
2017,1,1,20,2,30,1.835069,1/1/17 20:02,-1.886397,2.007744,210.9937,280.7162
2017,1,1,20,7,30,1.838542,1/1/17 20:07,-2.307047,1.764343,210.1599,280.3073
2017,1,1,20,12,30,1.842014,1/1/17 20:12,-1.890267,1.839127,216.4414,280.3631
2017,1,1,20,17,30,1.845486,1/1/17 20:17,-1.795327,1.66487,222.8287,280.1698
2017,1,1,20,22,30,1.848958,1/1/17 20:22,-1.60016,1.628467,224.269,280.4919
2017,1,1,20,27,30,1.852431,1/1/17 20:27,-1.296933,1.566333,231.3598,280.6646
2017,1,1,20,32,30,1.855903,1/1/17 20:32,-1.417493,1.42754,235.7809,280.7434
2017,1,1,20,37,30,1.859375,1/1/17 20:37,-1.021107,1.27136,242.3275,280.9909
2017,1,1,20,42,30,1.862847,1/1/17 20:42,-1.565357,1.462247,236.2268,280.8178
2017,1,1,20,47,30,1.866319,1/1/17 20:47,-1.37179,1.40288,238.1597,280.7631
2017,1,1,20,52,30,1.869792,1/1/17 20:52,-0.5543934,1.825753,240.5367,281.4826
2017,1,1,20,57,30,1.873264,1/1/17 20:57,-0.92612,1.478687,245.764,281.8817
2017,1,1,21,2,30,1.876736,1/1/17 21:02,-0.8567067,1.532573,241.2751,281.9619
2017,1,1,21,7,30,1.880208,1/1/17 21:07,-0.9224668,1.494213,236.7616,281.8832
2017,1,1,21,12,30,1.883681,1/1/17 21:12,-1.390093,1.48234,230.8995,281.6635
2017,1,1,21,17,30,1.887153,1/1/17 21:17,-1.5344,1.437587,232.4612,281.7118
2017,1,1,21,22,30,1.890625,1/1/17 21:22,-2.086857,1.366347,219.41,280.8617
2017,1,1,21,27,30,1.894097,1/1/17 21:27,-2.569423,1.626647,212.2103,280.2408
2017,1,1,21,32,30,1.897569,1/1/17 21:32,-3.33632,1.65496,206.2697,279.1666
2017,1,1,21,37,30,1.901042,1/1/17 21:37,-4.105347,2.133547,195.6491,277.938
2017,1,1,21,42,30,1.904514,1/1/17 21:42,-3.21504,2.401713,191.0684,277.452
2017,1,1,21,47,30,1.907986,1/1/17 21:47,-2.96583,2.606753,186.237,277.1842
2017,1,1,21,52,30,1.911458,1/1/17 21:52,-2.952794,2.885223,184.0656,276.6847
2017,1,1,21,57,30,1.914931,1/1/17 21:57,-3.17203,2.841407,182.7711,275.7979
2017,1,1,22,2,30,1.918403,1/1/17 22:02,-4.956573,2.544997,181.6655,274.3558
2017,1,1,22,7,30,1.921875,1/1/17 22:07,-3.393087,2.75298,182.3738,274.7903
2017,1,1,22,12,30,1.925347,1/1/17 22:12,-1.393723,3.810377,182.1038,277.6372
2017,1,1,22,17,30,1.928819,1/1/17 22:17,-1.901517,3.70263,181.4115,278.7551
2017,1,1,22,22,30,1.932292,1/1/17 22:22,-2.03759,3.311087,180.533,279.767
2017,1,1,22,27,30,1.935764,1/1/17 22:27,-2.566457,3.080264,179.5012,280.4118
2017,1,1,22,32,30,1.939236,1/1/17 22:32,-2.884953,2.993504,177.615,280.7574
2017,1,1,22,37,30,1.942708,1/1/17 22:37,-2.16913,3.27181,179.0355,281.6893
2017,1,1,22,42,30,1.946181,1/1/17 22:42,-3.013603,3.162364,178.0837,281.4888
2017,1,1,22,47,30,1.949653,1/1/17 22:47,-2.913047,3.269787,175.8063,281.6678
2017,1,1,22,52,30,1.953125,1/1/17 22:52,-2.32888,3.248114,177.2096,282.3653
2017,1,1,22,57,30,1.956597,1/1/17 22:57,-2.96164,2.779994,176.5379,282.7898
2017,1,1,23,2,30,1.960069,1/1/17 23:02,-2.50331,2.582783,175.753,283.5289
2017,1,1,23,7,30,1.963542,1/1/17 23:07,-2.296903,2.3783,176.0159,284.0601
2017,1,1,23,12,30,1.967014,1/1/17 23:12,-2.280443,1.994697,175.6937,284.623
2017,1,1,23,17,30,1.970486,1/1/17 23:17,-2.550413,1.799267,172.0378,284.494
2017,1,1,23,22,30,1.973958,1/1/17 23:22,-2.451907,1.714327,171.2779,284.8424
2017,1,1,23,27,30,1.977431,1/1/17 23:27,-2.71636,1.769127,173.0622,284.725
2017,1,1,23,32,30,1.980903,1/1/17 23:32,-3.043147,1.7536,175.4158,284.3023
2017,1,1,23,37,30,1.984375,1/1/17 23:37,-3.082443,1.8093,175.52,284.066
2017,1,1,23,42,30,1.987847,1/1/17 23:42,-2.68627,1.833043,175.7934,284.2619
2017,1,1,23,47,30,1.991319,1/1/17 23:47,-2.521917,1.791027,171.9428,284.7887
2017,1,1,23,52,30,1.994792,1/1/17 23:52,-2.977407,1.821187,174.3041,284.5125
2017,1,1,23,57,30,1.998264,1/1/17 23:57,-3.21576,1.884877,176.0048,283.8319
